foundation_model,target_key,outcome_type,family,cancer_type,endpoint,model_id,resource_selection_basis,representation_specific_qualification,default_inference,redistribution_status,matched_task,representation_effect_threshold_crossing,matched_q2,matched_balanced_accuracy,matched_auroc,object_crossed_representation_threshold,resource_scope,complete_operationalization_of_representation_atlas
ProvGigaPath,continuousrna_pathway_activityPCPGHALLMARK_IL6_JAK_STAT3_SIGNALING,continuous,rna_pathway_activity,PCPG,HALLMARK_IL6_JAK_STAT3_SIGNALING,ProvGigaPath__rna_pathway_activity__PCPG__HALLMARK_IL6_JAK_STAT3_SIGNALING,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,0.0618520524786705,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousrna_pathway_activityPCPGHALLMARK_MYOGENESIS,continuous,rna_pathway_activity,PCPG,HALLMARK_MYOGENESIS,ProvGigaPath__rna_pathway_activity__PCPG__HALLMARK_MYOGENESIS,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,0.13975804163416,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousrna_pathway_activityPCPGHALLMARK_NOTCH_SIGNALING,continuous,rna_pathway_activity,PCPG,HALLMARK_NOTCH_SIGNALING,ProvGigaPath__rna_pathway_activity__PCPG__HALLMARK_NOTCH_SIGNALING,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.270632990773914,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousrna_pathway_activityPCPGHALLMARK_WNT_BETA_CATENIN_SIGNALING,continuous,rna_pathway_activity,PCPG,HALLMARK_WNT_BETA_CATENIN_SIGNALING,ProvGigaPath__rna_pathway_activity__PCPG__HALLMARK_WNT_BETA_CATENIN_SIGNALING,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,0.140517024681341,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousrna_pathway_activityPRADHALLMARK_ALLOGRAFT_REJECTION,continuous,rna_pathway_activity,PRAD,HALLMARK_ALLOGRAFT_REJECTION,ProvGigaPath__rna_pathway_activity__PRAD__HALLMARK_ALLOGRAFT_REJECTION,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,0.103198187419094,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousrna_pathway_activityPRADHALLMARK_APOPTOSIS,continuous,rna_pathway_activity,PRAD,HALLMARK_APOPTOSIS,ProvGigaPath__rna_pathway_activity__PRAD__HALLMARK_APOPTOSIS,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,0.0962379524518963,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousrna_pathway_activityPRADHALLMARK_COMPLEMENT,continuous,rna_pathway_activity,PRAD,HALLMARK_COMPLEMENT,ProvGigaPath__rna_pathway_activity__PRAD__HALLMARK_COMPLEMENT,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,0.0691872187421537,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousrna_pathway_activityPRADHALLMARK_E2F_TARGETS,continuous,rna_pathway_activity,PRAD,HALLMARK_E2F_TARGETS,ProvGigaPath__rna_pathway_activity__PRAD__HALLMARK_E2F_TARGETS,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.293062497978016,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousrna_pathway_activityPRADHALLMARK_G2M_CHECKPOINT,continuous,rna_pathway_activity,PRAD,HALLMARK_G2M_CHECKPOINT,ProvGigaPath__rna_pathway_activity__PRAD__HALLMARK_G2M_CHECKPOINT,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.254507306244938,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousrna_pathway_activityPRADHALLMARK_IL2_STAT5_SIGNALING,continuous,rna_pathway_activity,PRAD,HALLMARK_IL2_STAT5_SIGNALING,ProvGigaPath__rna_pathway_activity__PRAD__HALLMARK_IL2_STAT5_SIGNALING,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,0.117101659102532,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousrna_pathway_activityPRADHALLMARK_INFLAMMATORY_RESPONSE,continuous,rna_pathway_activity,PRAD,HALLMARK_INFLAMMATORY_RESPONSE,ProvGigaPath__rna_pathway_activity__PRAD__HALLMARK_INFLAMMATORY_RESPONSE,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,0.0915359167944878,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousrna_pathway_activityPRADHALLMARK_INTERFERON_GAMMA_RESPONSE,continuous,rna_pathway_activity,PRAD,HALLMARK_INTERFERON_GAMMA_RESPONSE,ProvGigaPath__rna_pathway_activity__PRAD__HALLMARK_INTERFERON_GAMMA_RESPONSE,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,0.103606925975115,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousrna_pathway_activityPRADHALLMARK_KRAS_SIGNALING_UP,continuous,rna_pathway_activity,PRAD,HALLMARK_KRAS_SIGNALING_UP,ProvGigaPath__rna_pathway_activity__PRAD__HALLMARK_KRAS_SIGNALING_UP,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,0.04845011905728,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousrna_pathway_activityPRADHALLMARK_UV_RESPONSE_DN,continuous,rna_pathway_activity,PRAD,HALLMARK_UV_RESPONSE_DN,ProvGigaPath__rna_pathway_activity__PRAD__HALLMARK_UV_RESPONSE_DN,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,0.195335048785994,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousrna_pathway_activitySARCGOBP_VITAMIN_B6_METABOLIC_PROCESS,continuous,rna_pathway_activity,SARC,GOBP_VITAMIN_B6_METABOLIC_PROCESS,ProvGigaPath__rna_pathway_activity__SARC__GOBP_VITAMIN_B6_METABOLIC_PROCESS,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.205130483462292,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousrna_pathway_activitySARCHALLMARK_ALLOGRAFT_REJECTION,continuous,rna_pathway_activity,SARC,HALLMARK_ALLOGRAFT_REJECTION,ProvGigaPath__rna_pathway_activity__SARC__HALLMARK_ALLOGRAFT_REJECTION,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.42818267538635,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousrna_pathway_activitySARCHALLMARK_ANGIOGENESIS,continuous,rna_pathway_activity,SARC,HALLMARK_ANGIOGENESIS,ProvGigaPath__rna_pathway_activity__SARC__HALLMARK_ANGIOGENESIS,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.258765827222469,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousrna_pathway_activitySARCHALLMARK_APOPTOSIS,continuous,rna_pathway_activity,SARC,HALLMARK_APOPTOSIS,ProvGigaPath__rna_pathway_activity__SARC__HALLMARK_APOPTOSIS,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.28894791583501,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousrna_pathway_activitySARCHALLMARK_COAGULATION,continuous,rna_pathway_activity,SARC,HALLMARK_COAGULATION,ProvGigaPath__rna_pathway_activity__SARC__HALLMARK_COAGULATION,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.302437831827087,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousrna_pathway_activitySARCHALLMARK_COMPLEMENT,continuous,rna_pathway_activity,SARC,HALLMARK_COMPLEMENT,ProvGigaPath__rna_pathway_activity__SARC__HALLMARK_COMPLEMENT,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.463153568102284,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousrna_pathway_activitySARCHALLMARK_E2F_TARGETS,continuous,rna_pathway_activity,SARC,HALLMARK_E2F_TARGETS,ProvGigaPath__rna_pathway_activity__SARC__HALLMARK_E2F_TARGETS,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,0.172089049112075,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousrna_pathway_activitySARCHALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,continuous,rna_pathway_activity,SARC,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,ProvGigaPath__rna_pathway_activity__SARC__HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.294038183982166,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousrna_pathway_activitySARCHALLMARK_G2M_CHECKPOINT,continuous,rna_pathway_activity,SARC,HALLMARK_G2M_CHECKPOINT,ProvGigaPath__rna_pathway_activity__SARC__HALLMARK_G2M_CHECKPOINT,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,0.144218268795776,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
