target_id,outcome_type,family,subfamily,tumor_type,endpoint,source,measurement_class,source_modality,direct_vs_inferred,derivation_algorithm,original_scale,transformation,analysed_patients,positive,negative,embedding_cohort_patients,missing_patients,missing_percent,expected_measurement_error,biological_interpretation,equivalence_caveat,same_histology_modality,source_reference,definition_group
continuous::thorsson::KIRC::Plasma Cells,continuous,thorsson,immune_inflammatory_and_genomic_context,KIRC,Plasma Cells,Thorsson2018_PanImmune_MS,computationally inferred immune-cell fraction,Bulk-tumour RNA sequencing,Computationally inferred,CIBERSORT deconvolution with the LM22 leukocyte signature; relative fraction within the inferred leukocyte compartment,"Relative proportion, approximately 0–1",None; source value used as supplied,492,,,513,21,4.09356725146199,"Reference-signature and collinearity error, RNA quality and tumour-mixture dependence; relative fractions are compositional",Inferred relative abundance of Plasma Cells,"Not equivalent to flow cytometry, IHC or a direct cell count",FALSE,Newman et al. 2015 (10.1038/nmeth.3337); Thorsson et al. 2018,CIBERSORT immune-cell fraction
continuous::thorsson::KIRC::Proliferation,continuous,thorsson,immune_inflammatory_and_genomic_context,KIRC,Proliferation,Thorsson2018_PanImmune_MS,transcriptomic signature,Bulk-tumour RNA sequencing,Derived gene-set score,Published PanImmune gene-expression signature scoring on bulk RNA-seq; gene set and scoring definition follow Thorsson et al.,Source signature score; not a physical unit,None; source value used as supplied,492,,,513,21,4.09356725146199,"Affected by RNA quality, library normalisation, tumour composition, gene-set choice and batch; no technical-replicate error estimate was supplied",Proliferation transcriptional programme score,"Not a directly measured protein, immune-cell count or certified biomarker",FALSE,Thorsson et al. 2018 (10.1016/j.immuni.2018.03.023),RNA-expression signature
continuous::thorsson::KIRC::SNV Neoantigens,continuous,thorsson,immune_inflammatory_and_genomic_context,KIRC,SNV Neoantigens,Thorsson2018_PanImmune_MS,sequencing-derived continuous burden,"Somatic variants, HLA calls and tumour RNA sequencing",In-silico peptide–MHC prediction,Thorsson PanImmune neoantigen prediction workflow for SNVs or indels,Non-negative predicted-neoantigen count,Natural log of one plus the source value before modelling,335,,,513,178,34.6978557504873,"Inherits variant, HLA and expression-call error plus peptide-binding model uncertainty; predicted binding is not immunogenicity",SNV Neoantigens predicted from tumour molecular data,Not a directly measured T-cell response or validated neoantigen assay,FALSE,Thorsson et al. 2018 (10.1016/j.immuni.2018.03.023),Predicted neoantigen burden
continuous::thorsson::KIRC::Silent Mutation Rate,continuous,thorsson,immune_inflammatory_and_genomic_context,KIRC,Silent Mutation Rate,Thorsson2018_PanImmune_MS,sequencing-derived continuous burden,Tumour DNA sequencing,Derived mutation-rate burden,PanCancer silent or nonsilent somatic mutation rate compiled by Thorsson et al.,Non-negative source mutation rate,Natural log of one plus the source value before modelling,351,,,513,162,31.5789473684211,"Depends on tumour purity, sequencing coverage, callable territory and somatic variant calling",Silent Mutation Rate as a genome-wide mutation burden,"Research burden estimate, not a platform-harmonised clinical TMB assay",FALSE,Thorsson et al. 2018; TCGA MC3,Somatic mutation rate
continuous::thorsson::KIRC::Stromal Fraction,continuous,thorsson,immune_inflammatory_and_genomic_context,KIRC,Stromal Fraction,Thorsson2018_PanImmune_MS,composite genomic-context score,Integrated copy-number/variant purity estimate,Computationally inferred,One minus ABSOLUTE-estimated tumour purity in the PanCancer resource,"Proportion, approximately 0–1",None; source value used as supplied,316,,,513,197,38.401559454191,"Inherits ABSOLUTE purity, ploidy and copy-number model error; may include immune and non-immune non-tumour cells",Estimated non-tumour cellular fraction,Not a direct histological stromal-area or stromal-cell count,FALSE,Thorsson et al. 2018; Hoadley et al. 2018 PanCancer resource,Purity-derived stromal fraction
continuous::thorsson::KIRC::T Cells CD4 Memory Activated,continuous,thorsson,immune_inflammatory_and_genomic_context,KIRC,T Cells CD4 Memory Activated,Thorsson2018_PanImmune_MS,computationally inferred immune-cell fraction,Bulk-tumour RNA sequencing,Computationally inferred,CIBERSORT deconvolution with the LM22 leukocyte signature; relative fraction within the inferred leukocyte compartment,"Relative proportion, approximately 0–1",None; source value used as supplied,492,,,513,21,4.09356725146199,"Reference-signature and collinearity error, RNA quality and tumour-mixture dependence; relative fractions are compositional",Inferred relative abundance of T Cells CD4 Memory Activated,"Not equivalent to flow cytometry, IHC or a direct cell count",FALSE,Newman et al. 2015 (10.1038/nmeth.3337); Thorsson et al. 2018,CIBERSORT immune-cell fraction
continuous::thorsson::KIRC::T Cells CD4 Memory Resting,continuous,thorsson,immune_inflammatory_and_genomic_context,KIRC,T Cells CD4 Memory Resting,Thorsson2018_PanImmune_MS,computationally inferred immune-cell fraction,Bulk-tumour RNA sequencing,Computationally inferred,CIBERSORT deconvolution with the LM22 leukocyte signature; relative fraction within the inferred leukocyte compartment,"Relative proportion, approximately 0–1",None; source value used as supplied,492,,,513,21,4.09356725146199,"Reference-signature and collinearity error, RNA quality and tumour-mixture dependence; relative fractions are compositional",Inferred relative abundance of T Cells CD4 Memory Resting,"Not equivalent to flow cytometry, IHC or a direct cell count",FALSE,Newman et al. 2015 (10.1038/nmeth.3337); Thorsson et al. 2018,CIBERSORT immune-cell fraction
continuous::thorsson::KIRC::T Cells CD4 Naive,continuous,thorsson,immune_inflammatory_and_genomic_context,KIRC,T Cells CD4 Naive,Thorsson2018_PanImmune_MS,computationally inferred immune-cell fraction,Bulk-tumour RNA sequencing,Computationally inferred,CIBERSORT deconvolution with the LM22 leukocyte signature; relative fraction within the inferred leukocyte compartment,"Relative proportion, approximately 0–1",None; source value used as supplied,492,,,513,21,4.09356725146199,"Reference-signature and collinearity error, RNA quality and tumour-mixture dependence; relative fractions are compositional",Inferred relative abundance of T Cells CD4 Naive,"Not equivalent to flow cytometry, IHC or a direct cell count",FALSE,Newman et al. 2015 (10.1038/nmeth.3337); Thorsson et al. 2018,CIBERSORT immune-cell fraction
continuous::thorsson::KIRC::T Cells CD8,continuous,thorsson,immune_inflammatory_and_genomic_context,KIRC,T Cells CD8,Thorsson2018_PanImmune_MS,computationally inferred immune-cell fraction,Bulk-tumour RNA sequencing,Computationally inferred,CIBERSORT deconvolution with the LM22 leukocyte signature; relative fraction within the inferred leukocyte compartment,"Relative proportion, approximately 0–1",None; source value used as supplied,492,,,513,21,4.09356725146199,"Reference-signature and collinearity error, RNA quality and tumour-mixture dependence; relative fractions are compositional",Inferred relative abundance of T Cells CD8,"Not equivalent to flow cytometry, IHC or a direct cell count",FALSE,Newman et al. 2015 (10.1038/nmeth.3337); Thorsson et al. 2018,CIBERSORT immune-cell fraction
continuous::thorsson::KIRC::T Cells Follicular Helper,continuous,thorsson,immune_inflammatory_and_genomic_context,KIRC,T Cells Follicular Helper,Thorsson2018_PanImmune_MS,computationally inferred immune-cell fraction,Bulk-tumour RNA sequencing,Computationally inferred,CIBERSORT deconvolution with the LM22 leukocyte signature; relative fraction within the inferred leukocyte compartment,"Relative proportion, approximately 0–1",None; source value used as supplied,492,,,513,21,4.09356725146199,"Reference-signature and collinearity error, RNA quality and tumour-mixture dependence; relative fractions are compositional",Inferred relative abundance of T Cells Follicular Helper,"Not equivalent to flow cytometry, IHC or a direct cell count",FALSE,Newman et al. 2015 (10.1038/nmeth.3337); Thorsson et al. 2018,CIBERSORT immune-cell fraction
continuous::thorsson::KIRC::T Cells Regulatory Tregs,continuous,thorsson,immune_inflammatory_and_genomic_context,KIRC,T Cells Regulatory Tregs,Thorsson2018_PanImmune_MS,computationally inferred immune-cell fraction,Bulk-tumour RNA sequencing,Computationally inferred,CIBERSORT deconvolution with the LM22 leukocyte signature; relative fraction within the inferred leukocyte compartment,"Relative proportion, approximately 0–1",None; source value used as supplied,492,,,513,21,4.09356725146199,"Reference-signature and collinearity error, RNA quality and tumour-mixture dependence; relative fractions are compositional",Inferred relative abundance of T Cells Regulatory Tregs,"Not equivalent to flow cytometry, IHC or a direct cell count",FALSE,Newman et al. 2015 (10.1038/nmeth.3337); Thorsson et al. 2018,CIBERSORT immune-cell fraction
continuous::thorsson::KIRC::T Cells gamma delta,continuous,thorsson,immune_inflammatory_and_genomic_context,KIRC,T Cells gamma delta,Thorsson2018_PanImmune_MS,computationally inferred immune-cell fraction,Bulk-tumour RNA sequencing,Computationally inferred,CIBERSORT deconvolution with the LM22 leukocyte signature; relative fraction within the inferred leukocyte compartment,"Relative proportion, approximately 0–1",None; source value used as supplied,492,,,513,21,4.09356725146199,"Reference-signature and collinearity error, RNA quality and tumour-mixture dependence; relative fractions are compositional",Inferred relative abundance of T Cells gamma delta,"Not equivalent to flow cytometry, IHC or a direct cell count",FALSE,Newman et al. 2015 (10.1038/nmeth.3337); Thorsson et al. 2018,CIBERSORT immune-cell fraction
continuous::thorsson::KIRC::TCR Evenness,continuous,thorsson,immune_inflammatory_and_genomic_context,KIRC,TCR Evenness,Thorsson2018_PanImmune_MS,sequencing-derived continuous burden,Unselected bulk-tumour RNA sequencing,Computationally reconstructed repertoire metric,"BCR/TCR CDR3 reconstruction from RNA-seq followed by richness, Shannon or evenness calculation as supplied by Thorsson et al.","Index, approximately 0–1",None; source value used as supplied,471,,,513,42,8.18713450292398,Strongly dependent on RNA sequencing depth and abundance; unselected RNA-seq recovers only a subset of the repertoire,TCR Evenness of the reconstructed intratumour repertoire,Not equivalent to targeted BCR/TCR sequencing or direct lymphocyte counts,FALSE,Thorsson et al. 2018 (10.1016/j.immuni.2018.03.023),Immune-repertoire diversity
continuous::thorsson::KIRC::TCR Richness,continuous,thorsson,immune_inflammatory_and_genomic_context,KIRC,TCR Richness,Thorsson2018_PanImmune_MS,sequencing-derived continuous burden,Unselected bulk-tumour RNA sequencing,Computationally reconstructed repertoire metric,"BCR/TCR CDR3 reconstruction from RNA-seq followed by richness, Shannon or evenness calculation as supplied by Thorsson et al.",Non-negative reconstructed-clonotype count,None; source value used as supplied,488,,,513,25,4.87329434697856,Strongly dependent on RNA sequencing depth and abundance; unselected RNA-seq recovers only a subset of the repertoire,TCR Richness of the reconstructed intratumour repertoire,Not equivalent to targeted BCR/TCR sequencing or direct lymphocyte counts,FALSE,Thorsson et al. 2018 (10.1016/j.immuni.2018.03.023),Immune-repertoire diversity
continuous::thorsson::KIRC::TCR Shannon,continuous,thorsson,immune_inflammatory_and_genomic_context,KIRC,TCR Shannon,Thorsson2018_PanImmune_MS,sequencing-derived continuous burden,Unselected bulk-tumour RNA sequencing,Computationally reconstructed repertoire metric,"BCR/TCR CDR3 reconstruction from RNA-seq followed by richness, Shannon or evenness calculation as supplied by Thorsson et al.",Non-negative Shannon diversity index,None; source value used as supplied,480,,,513,33,6.4327485380117,Strongly dependent on RNA sequencing depth and abundance; unselected RNA-seq recovers only a subset of the repertoire,TCR Shannon of the reconstructed intratumour repertoire,Not equivalent to targeted BCR/TCR sequencing or direct lymphocyte counts,FALSE,Thorsson et al. 2018 (10.1016/j.immuni.2018.03.023),Immune-repertoire diversity
continuous::thorsson::KIRC::TGF-beta Response,continuous,thorsson,immune_inflammatory_and_genomic_context,KIRC,TGF-beta Response,Thorsson2018_PanImmune_MS,transcriptomic signature,Bulk-tumour RNA sequencing,Derived gene-set score,Published PanImmune gene-expression signature scoring on bulk RNA-seq; gene set and scoring definition follow Thorsson et al.,Source signature score; not a physical unit,None; source value used as supplied,492,,,513,21,4.09356725146199,"Affected by RNA quality, library normalisation, tumour composition, gene-set choice and batch; no technical-replicate error estimate was supplied",TGF-beta Response transcriptional programme score,"Not a directly measured protein, immune-cell count or certified biomarker",FALSE,Thorsson et al. 2018 (10.1016/j.immuni.2018.03.023),RNA-expression signature
